"License Number","Business Name","DBA/Trade Name","Business Unique ID","Business Category","License Type","License Status","Initial Issuance Date","Expiration Date","Details","Contact Phone","Address Type","Building Number","Street1","Street2","Street3","Unit Type","Apt/Suite","City","State","ZIP Code","Borough","Community Board","Council District","BIN","BBL","NTA","Census Block (2010)","Census Tract (2010)","Latitude","Longitude"
"2106537-DCA","DELAND MOVING & STORAGE LOGISTICS LLC",,"BA-1226907-2022","Storage Warehouse","Premises","Active","06/06/2022","04/01/2027",,"2126620666","Complete Address","210","E 144TH ST",,,,,"BRONX","NY","10451","Bronx","201","8","2000988","2023400145","BX39","2003","51","40.81599","-73.926163"
"0967485-DCA","STD ENTERPRISES, INC.",,"BA-1550803-2022","Home Improvement Contractor","Premises","Active","07/31/1997","02/28/2027",,"2017961229","Complete Address","4","VIVIAN CT",,,,,"FAIR LAWN","NJ","07410",,,,,,,,,,
"2115933-DCWP","KEDANAI KELLY",,"BA-1584438-2023","Ticket Seller Individual","Individual","Expired","08/18/2023","07/31/2024",,,,,,,,,,"NEW YORK","NY","10029",,,,,,,,,,
"2117472-DCWP","ROCKO'S RENOVATIONS, LLC",,"BA-1675655-2023","Home Improvement Contractor","Premises","Active","10/30/2023","02/28/2027",,"3475794320","Complete Address","5835","GRANGER ST",,,"APT","3H","CORONA","NY","11368","Queens","404","21","4048211","4019580026","QN25","2003","43702","40.73838","-73.854630"
"2082063-DCA","PAUL FRIDAY",,"BA-1464696-2022","General Vendor","Individual","Active","02/07/2019","09/30/2027","Vendor Type: Citywide Specialized Vendor (Yellow)",,,,,,,,,"VALLEY STREAM","NY","11580",,,,,,,,,,
"1422157-DCA","89-31 FOOD CORP.",,"BA-1084313-2022","Tobacco Retail Dealer","Premises","Ready for Renewal","03/21/2012","12/31/2025",,"(718) 523-3006","Complete Address","8931","161 STREET",,,,,"JAMAICA","NY","11432","Queens","412","27","4208869","4097600027","QN61","1000","44601","40.70603","-73.799751"
"2124665-DCWP","Kala Ross",,"BA-1708512-2024","Process Server Individual","Individual","Active","10/07/2024","02/28/2026",,,,,,,,,,"JAMAICA","NY","11411",,,,,,,,,,
"2067350-DCA","MOHAMED S HANIFF",,"BA-1439768-2022","Tow Truck Driver","Individual","Active","03/06/2018","10/31/2026",,,,,,,,,,"JAMAICA","NY","11433",,,,,,,,,,
"2121974-DCWP","Hila Kremer",,"BA-1697055-2024","Sightseeing Guide","Individual","Active","06/05/2024","03/31/2026",,,,,,,,,,"FLUSHING","NY","11377",,,,,,,,,,
"2129913-DCWP","Bludhaven Enterprises Inc.",,"BA-1739312-2025","Garage & Parking Lot","Premises","Active","07/14/2025","09/29/2025","Vehicle Capacity: 51; Bicycle Capacity: 5","(914) 374-0058","Complete Address","180","E 156TH ST",,,,,"BRONX","NY","10451","Bronx","204","16","2129230","2024587501","BX14","2001","5902","40.82325","-73.923850"
"2028159-DCA","PRIMO TIRE & RIM SHOP. CORP",,"BA-1438132-2022","Secondhand Dealer - General","Premises","Expired","09/08/2015","07/31/2023",,"3474810022","Complete Address","1125","IRVING AVENUE",,,,,"FLUSHING","NY","11385","Queens","405","30","4091043","4037250046","QN20","1011","559","40.69236","-73.902673"
"1343873-DCA","CAPITAL EQUITY MANAGEMENT, LLC",,"BA-1207369-2022","Debt Collection Agency","Premises","Active","01/28/2010","01/31/2027",,"7187488257","Complete Address","241","86TH ST",,,,,"BROOKLYN","NY","11209","Brooklyn","310","47","3153096","3060330066","BK31","2001","62","40.62383","-74.032572"
"1385065-DCA","US GOLD REFINERY LLC",,"BA-1540918-2022","Secondhand Dealer - General","Premises","Active","03/18/2011","07/31/2027",,"2124444700","Complete Address","78","W 47TH ST",,,"UNIT","28","NEW YORK","NY","10036","Manhattan","105","4","1034352","1012620074","MN17","1003","96","40.75761","-73.980844"
"1264338-DCA","LEE'S DELI USA INC.",,"BA-1277231-2022","Tobacco Retail Dealer","Premises","Expired","08/15/2007","12/31/2024",,"718-252-7869","Complete Address","1506","AVENUE H",,,,,"BROOKLYN","NY","11230","Brooklyn","314","45","3179379","3066990102","BK43","1001","532","40.62997","-73.962150"
"2101398-DCA","G&M TIRE SHOP CORP",,"BA-1215685-2022","Secondhand Dealer - General","Premises","Expired","09/09/2021","07/31/2023",,"9178544051","Complete Address","744","JAMAICA AVE",,,,,"BROOKLYN","NY","11208","Brooklyn","305","37","3252959","3041030029","BK83","1000","117601","40.68789","-73.877053"
"2122405-DCWP","Arielle Davis-Featherstone",,"BA-1695342-2024","Sightseeing Guide","Individual","Active","06/24/2024","03/31/2026",,,,,,,,,,"BROOKLYN","NY","11206",,,,,,,,,,
"1120632-DCA","LONG LIFE TRUCK & AUTO SPRING CO., INC.",,"BA-1324860-2022","Secondhand Dealer - Auto","Premises","Expired","08/22/2002","07/31/2023",,"7184380232","Complete Address","3904","FORT HAMILTON PKWY",,,,,"BROOKLYN","NY","11218","Brooklyn","312","38","3135236","3055840033","BK34","2000","110","40.64309","-73.990631"
"2130855-DCWP","ALLERTON MARKET LLC",,"BA-1734099-2025","Stoop Line Stand","Premises","Active","08/28/2025","03/31/2026","Product Category: Fruits, Vegetables, Soft Drinks PLUS any of these additional types of products: Flowers, Confectionery, Ice Cream or Ices; 4 foot stands: 0; 5 foot stands: 0; 5-10 foot stands: 1","3478453944","Complete Address","766","ALLERTON AVE",,,,,"BRONX","NY","10467","Bronx","211","13","2051392","2044350037","BX07","1000","330","40.86547","-73.864783"
"2129896-DCWP","LAVON THOMAS",,"BA-1720458-2025","Ticket Seller Individual","Individual","Active","07/11/2025","07/31/2026",,,,,,,,,,"NEW YORK","NY","10029",,,,,,,,,,
"1121988-DCA","MV KITCHENS INC",,"BA-1436505-2022","Home Improvement Contractor","Premises","Active","09/05/2002","02/28/2027",,"(718) 435-0909","Complete Address","4611","15TH AVE",,,,,"BROOKLYN","NY","11219","Brooklyn","312","44","3327482","3054360006","BK88","1002","234","40.63392","-73.986086"
"1342586-DCA","FOUR X ONE CONSTRUCTION CORPORATION",,"BA-1219846-2022","Home Improvement Contractor","Premises","Active","01/12/2010","02/28/2027",,"9173880278","Complete Address","9201","LAMONT AVE",,,"APT","4M","ELMHURST","NY","11373","Queens","404","25","4039193","4015670040","QN29","3000","467","40.74464","-73.873708"
"1222460-DCA","ALLAN H. FRANCE",,"BA-1124046-2022","Sightseeing Guide","Individual","Active","03/31/2006","03/31/2026",,,,,,,,,,"NEW YORK","NY","10022",,,,,,,,,,
"1017939-DCA","LANCE HOLDING CORP.",,"BA-1286518-2022","Secondhand Dealer - General","Premises","Surrendered","08/27/1999","07/31/2023",,"7187566050","Complete Address","485","UTICA AVE",,,,,"BROOKLYN","NY","11203","Brooklyn","317","41","3099216","3045910058","BK60","1003","880","40.66166","-73.931427"
"2121980-DCWP","Valerie Miller",,"BA-1694557-2024","Sightseeing Guide","Individual","Active","06/05/2024","03/31/2026",,,,,,,,,,"BROOKLYN","NY","11204",,,,,,,,,,
"2034055-DCA","WIRELESS VISION LLC","T-Mobile Limited","BA-1532087-2022","Secondhand Dealer - General","Premises","Expired","03/07/2016","07/31/2023",,"2484064630","Complete Address","1772","CROSBY AVE",,,,,"BRONX","NY","10461","Bronx","210","13","2046121","2041700028","BX10","2004","26602","40.84644","-73.831884"
"2119187-DCWP","KING A TO Z AUTO REPAIR INC",,"BA-1318389-2022","Secondhand Dealer - General","Premises","Active","02/12/2024","07/31/2027",,"9292828226","Complete Address","4025","ASTORIA BLVD NORTH",,,,,"ASTORIA","NY","11105","Queens","401","22","4436944","4007930034","QN72","1012","137","40.76938","-73.909875"
"2021466-DCA","BOY GRAHAM CONSTRUCTION LTD",,"BA-1118581-2022","Home Improvement Contractor","Premises","Expired","04/22/2015","02/28/2023",,"9177146244","Complete Address","44","WEST  130 STREET",,,,,"NEW YORK","NY","10037","Manhattan","110","9","1053755","1017270059","MN03","2000","208","40.81018","-73.941385"
"2122085-DCWP","Chime Capital, LLC",,"BA-1695817-2024","Debt Collection Agency","Premises","Active","06/10/2024","01/31/2027",,"7075639153","Complete Address","101","CALIFORNIA ST",,,,,"SAN FRANCISCO","CA","94111",,,,,,,,,"37.79287","-122.397883"
"2055523-DCA","SKM WIRELESS INC",,"BA-1575181-2023","Secondhand Dealer - General","Premises","Active","07/10/2017","07/31/2027",,"3474313255","Complete Address","1776","BOSTON RD",,,"UNIT",,"BRONX","NY","10460","Bronx","203","17","2119255","2029910005","BX75","1007","161","40.83794","-73.886812"
"1039906-DCA","GALINDO CONSTRUCTION, CORP",,"BA-1198190-2022","Home Improvement Contractor","Premises","Active","06/30/2005","02/28/2027",,"518-648-3530","Complete Address","9511","43 AVENUE",,,"APT","1F","ELMHURST","NY","11373","Queens","404","21","4039926","4015990057","QN29","1006","465","40.74533","-73.869026"
"2129964-DCWP","Hassan Hakmoun",,"BA-1737995-2025","Locksmith","Individual","Active","07/15/2025","05/31/2027",,,,,,,,,,"BROOKLYN","NY","11220",,,,,,,,,,
"1100416-DCA","SOUTHERN BOULEVARD GAME MART, INC.",,"BA-1561354-2022","Secondhand Dealer - General","Premises","Active","01/24/2002","07/31/2027",,"7183282988","Complete Address","940A","SOUTHERN BLVD",,,,,"BRONX","NY","10459","Bronx","202","17","2094368","2027420003","BX27","1001","119","40.82110","-73.891617"
"0963211-DCA","CHEIKH SAMB",,"BA-1208483-2022","General Vendor","Individual","Ready for Renewal","08/28/2006","09/30/2025","Vendor Type: General Vendor (White)",,,,,,,,,"NEW YORK","NY","10026",,,,,,,,,,
"2124144-DCWP","Brianna Barnhart",,"BA-1706147-2024","Sightseeing Guide","Individual","Active","09/09/2024","03/31/2026",,,,,,,,,,"NEW YORK","NY","10031",,,,,,,,,,
"2040127-DCA","IBRAHIMA BAH",,"BA-1072875-2022","Ticket Seller Individual","Individual","Active","07/12/2016","07/31/2026",,,,,,,,,,"BRONX","NY","10468",,,,,,,,,,
"2123843-DCWP","JA ONE CONSTRUCTION LLC.",,"BA-1700336-2024","Home Improvement Contractor","Premises","Active","08/26/2024","02/28/2027",,,"Complete Address","2525","AQUEDUCT AVE",,,,,"BRONX","NY","10468","Bronx","207","14","2014665","2032140074","BX30","2000","265","40.86547","-73.902080"
"2128525-DCWP","ANTHONY & SONS RENOVATION CORP",,"BA-1720265-2025","Home Improvement Contractor","Premises","Active","05/16/2025","02/28/2027",,"9173354246","Complete Address","102","PETERSON ST",,,,,"BRENTWOOD","NY","11717","Outside NYC",,,,,,,,"40.76716","-73.226101"
"2112983-DCA","ELIAS POTTER",,"BA-1583146-2023","Tow Truck Driver","Individual","Active","05/02/2023","10/31/2026",,,,,,,,,,"FLORAL PARK","NY","11001",,,,,,,,,,
"2122533-DCWP","CHANDAN JEWELERS INC",,"BA-1684799-2024","Secondhand Dealer - General","Premises","Failed to Renew","06/27/2024","07/31/2025",,"(917) 345-1838","Complete Address","23W","WEST 47 STREET",,,,,"NEW YORK","NY","10036","Manhattan","105","4",,,,,"94","40.75665","-73.978567"
"2126057-DCWP","MERIT PARKING LLC",,"BA-1452550-2022","Garage & Parking Lot","Premises","Active","01/03/2025","03/31/2027","Vehicle Capacity: 1000; Bicycle Capacity: 28","(877) 727-5464","Complete Address","12","E 107TH ST",,,,,"NEW YORK","NY","10029","Manhattan","111","9","1051514","1016120001","MN33","2001","17401","40.79475","-73.950146"
"2122952-DCWP","Jose Raudales",,"BA-1702861-2024","Sightseeing Guide","Individual","Active","07/22/2024","03/31/2026",,,,,,,,,,"BROOKLYN","NY","11209",,,,,,,,,,
"2111988-DCA","JOSEPH SUTERA",,"BA-1316311-2022","Ticket Seller Individual","Individual","Expired","03/29/2023","07/31/2024",,,,,,,,,,"BROOKLYN","NY","11209",,,,,,,,,,
"1209555-DCA","BMRM CORPORATION","SOUTH SHORE DELI AND CONVENIENCE","BA-1093062-2022","Tobacco Retail Dealer","Premises","Surrendered","09/09/2005","12/31/2023",,"718-227-6375","Complete Address","7344","AMBOY RD",,,,,"STATEN ISLAND","NY","10307","Staten Island","503","51","5087829","5078680007","SI11","2000","24401","40.51091","-74.241766"
"2044055-DCA","C.F. PREMIER CONTRACTING CORP",,"BA-1191728-2022","Home Improvement Contractor","Premises","Active","09/23/2016","02/28/2027",,"9143739008","Complete Address","34","LAKEVIEW DR",,,,,"PUTNAM VALLEY","NY","10579","Outside NYC",,,,,,,,,
"2103062-DCA","UNLIMITED BUYING PAWNING INC",,"BA-1545827-2022","Pawnbroker","Premises","Active","12/13/2021","04/30/2026",,"3475610919","Complete Address","404","UTICA AVE",,,,,"BROOKLYN","NY","11213","Brooklyn","309","35","3038281","3014190047","BK63","1002","355","40.66465","-73.931521"
"2071073-DCA","WILFREDO MARTINEZ",,"BA-1519165-2022","General Vendor","Individual","Ready for Renewal","05/12/2018","09/30/2025","Vendor Type: Citywide Specialized Vendor (Yellow)",,,,,,,,,"BROOKLYN","NY","11211",,,,,,,,,,
"2108649-DCA","A&D PAINT AND RESTORATION CORP",,"BA-1113209-2022","Home Improvement Contractor","Premises","Active","09/07/2022","02/28/2027",,"347-935-0247","Complete Address","425","CENTRAL PARK",,,"APT","1F","NEW YORK","NY","10025","Manhattan","164","6","1000000","1011110001","MN99","1020","143","40.78237","-73.965238"
"2109614-DCA","ANETTE MURGALLA-HOLLMANN",,"BA-1086295-2022","Sightseeing Guide","Individual","Active","11/01/2022","03/31/2026",,,,,,,,,,"BROOKLYN","NY","11216",,,,,,,,,,
"1432321-DCA","MIRACULOUS PROJECT, LLC",,"BA-1463547-2022","Home Improvement Contractor","Premises","Expired","06/01/2012","02/28/2023",,"9177427615","Complete Address","4551","ROBINSON ST",,,"FL","1","FLUSHING","NY","11355","Queens","407","20","4117437","4052020040","QN52","1001","1205","40.75259","-73.818181"
"2127080-DCWP","NORTHEAST DISCOUNT INC",,"BA-1722491-2025","Electronics Store","Premises","Active","03/07/2025","12/31/2026",,"7186187598","Complete Address","675","MORRIS AVE",,,,,"BRONX","NY","10451","Bronx","201","17","2114677","2024420060","BX34","2002","65","40.82047","-73.921371"
"2093942-DCA","Accounts Receivables, Inc.",,"BA-1123751-2022","Debt Collection Agency","Premises","Expired","01/28/2020","01/31/2023",,"(561) 697-4911","Complete Address","2475","MERCER AVE",,,"STE","B307","WEST PALM BEACH","FL","334017447","Outside NYC",,,,,,,,,
"2124826-DCWP","Sebastian Joo",,"BA-1710681-2024","Sightseeing Guide","Individual","Active","10/17/2024","03/31/2026",,,,,,,,,,"JAMAICA","NY","11434",,,,,,,,,,
"2113867-DCA","GIYASOV, SHEROZ",,"BA-1582526-2023","Pedicab Business","Premises","Ready for Renewal","05/30/2023","11/01/2025",,"2242875290","Complete Address","7017","15TH AVE",,,"APT","3D","BROOKLYN","NY","11228","Brooklyn","311","38","3157160","3061690002","BK28","2003","190","40.62033","-74.000220"
"2056346-DCA","OBJETS PLUS, INC.",,"BA-1458588-2022","Secondhand Dealer - General","Premises","Active","07/27/2017","07/31/2027",,"2128323386","Complete Address","306","EAST   61 STREET",,,,,"NEW YORK","NY","10065","Manhattan","108","5","1044217","1014350044","MN31","6002","110","40.76170","-73.963075"
"2074075-1-DCA","KIRIND ENTERPRISES INC.",,"BA-1308983-2022","Electronic Cigarette Dealer","Premises","Surrendered","06/21/2018","11/30/2025",,"3473202997","Complete Address","183","CLINTON ST",,,,,"NEW YORK","NY","10002","Manhattan","103","1","1077606","1003110013","MN28","1000","1401","40.71545","-73.986999"
"1452163-DCA","MATTHEW HABIB",,"BA-1571590-2023","Tow Truck Driver","Individual","Active","12/14/2012","10/31/2026",,,,,,,,,,"BROOKLYN","NY","11235",,,,,,,,,,
"2097062-DCA","SEGUNDO C. SILVA SERRANO","Cesar Silva Home Improvements","BA-1518991-2022","Home Improvement Contractor","Premises","Expired","11/30/2020","02/28/2023",,"9174552617","Complete Address","2010","POWELL AVE",,,"APT","2M","BRONX","NY","10472","Bronx","209","18","2026146","2038010001","BX59","4002","78","40.83048","-73.856225"
"2110271-DCA","Fort H Car Wash LTD",,"BA-1570681-2023","Car Wash","Premises","Ready for Renewal","12/15/2022","10/31/2025",,"9178387227","Complete Address","10","CATON AVENUE",,,,,"BROOKLYN","NY","11218","Brooklyn","312","39","3328377","3053230001","BK41","1002","498","40.64720","-73.981114"
"2000587-DCA","SP PLUS CORPORATION",,"BA-1544605-2022","Garage & Parking Lot","Premises","Surrendered","11/08/2013","03/31/2025","Vehicle Capacity: 262; Bicycle Capacity: 21","2123217542","Complete Address","95","OCEANA DRIVE EAST",,,,,"BROOKLYN","NY","11235","Queens","410","32","4543418","4115440100","QN56","2011","88","40.67005","-73.842645"
"2125431-DCWP","Sahi 22 Construction Corporation",,"BA-1709520-2024","Home Improvement Contractor","Premises","Active","11/21/2024","02/28/2027",,"9297335410","Cross Street (Intersection)","9564","112TH STREET, FL 1,",,,,,"SOUTH RICHMOND HILL","NY","11419","Queens","409","29",,,,,"108","40.68829","-73.831853"
"2122673-DCWP","Natalia Shevin",,"BA-1697154-2024","Sightseeing Guide","Individual","Active","07/05/2024","03/31/2026",,,,,,,,,,"ASTORIA","NY","11106",,,,,,,,,,
"2121973-DCWP","Kathryn Dunn",,"BA-1697183-2024","Sightseeing Guide","Individual","Active","06/05/2024","03/31/2026",,,,,,,,,,"BROOKLYN","NY","11221",,,,,,,,,,
"2127527-DCWP","Ayanna Ramos",,"BA-1723086-2025","Process Server Individual","Individual","Active","04/01/2025","02/28/2026",,,,,,,,,,"BRONX","NY","10475",,,,,,,,,,
"2084296-DCA","NOVA RENOVATION LLC",,"BA-1373421-2022","Home Improvement Contractor","Premises","Active","04/06/2019","02/28/2027",,"9142306400","Complete Address","2130","WILLIAMSBRIDGE RD",,,"APT","4A","BRONX","NY","10461","Bronx","211","13","2049258","2043100046","BX49","3000","288","40.85599","-73.855613"
"2127591-DCWP","Century Grand Inc.",,"BA-1726244-2025","Dealer In Products For The Disabled","Premises","Active","04/04/2025","03/15/2027",,"(212) 925-3838","Complete Address","26","E BROADWAY",,,,,"NEW YORK","NY","10002","Manhattan","103","1","1003487","1002810011","MN27","1000","8","40.71353","-73.996472"
"0867813-DCA","YAAQOV FAIN",,"BA-1542686-2022","Locksmith","Individual","Active","05/09/2003","05/31/2027",,,,,,,,,,"BRONX","NY","10463",,,,,,,,,,
"2129317-DCWP","Cosmo Hermida",,"BA-1731797-2025","Locksmith","Individual","Active","06/11/2025","05/31/2027",,,,,,,,,,"NEW YORK","NY","10033",,,,,,,,,,
"1275406-DCA","HAIMOV, SIMHA","CITI GOLD & DIAMOND","BA-1322038-2022","Secondhand Dealer - General","Premises","Expired","01/07/2008","07/31/2023",,"7182384500","Complete Address","30","WEST   47 STREET",,,,,"NEW YORK","NY","10036","Manhattan","105","4","1034344","1012620054","MN17","1003","96","40.75713","-73.979714"
"2016635-1-DCA","FAMILY DOLLAR STORES OF NEW YORK, INC. # 11160","FAMILY DOLLAR STORES OF NEW YORK, INC.","BA-1194835-2022","Tobacco Retail Dealer","Premises","Expired","12/18/2014","12/31/2023",,"7573215000","Complete Address","294","MACDOUGAL STREET",,,,,"BROOKLYN","NY","11233","Brooklyn","316","37","3330856","3015350001","BK79","1001","369","40.68055","-73.908509"
"2054928-2-DCA","S & E FRIENDLY DELI & GROCERIES INC.","FRIENDLY DELI","BA-1553901-2022","Tobacco Retail Dealer","Premises","Expired","06/26/2017","12/31/2022",,"7189632069","Complete Address","211","HARRISON AVENUE",,,,,"BROOKLYN","NY","11206","Brooklyn","301","33","3061462","3022720001","BK75","1014","507","40.70024","-73.947237"
"2057953-DCA","PROGRESS SERVICE, INC",,"BA-1698856-2024","Electronic & Home Appliance Service Dealer","Premises","Active","09/08/2017","06/30/2026",,"9293441010","Complete Address","980","HEMPSTEAD AVE",,,,,"WEST HEMPSTEAD","NY","11552",,,,,,,,,"40.68425","-73.662719"
"2129923-1-DCWP","NB DELI & GRILL CORP.",,"BA-1733006-2025","Tobacco Retail Dealer","Premises","Active","07/14/2025","12/31/2026",,"9292831228","Complete Address","4113","CHURCH AVE",,,,,"BROOKLYN","NY","11203","Brooklyn","317","40","3108983","3048780037","BK91","1004","814","40.65135","-73.938825"
"1416406-DCA","FAMILY DOLLAR STORES OF NEW YORK, INC.","FAMILY DOLLAR #6745","BA-1222632-2022","Electronics Store","Premises","Active","12/28/2011","12/31/2026",,"7573215000","Complete Address","1315","BOSTON ROAD",,,,,"BRONX","NY","10456","Bronx","203","17","2120208","2029347501","BX35","3000","151","40.83157","-73.899629"
"2129974-DCWP","300 Wild LLC",,"BA-1735001-2025","Hotel","Premises","Active","07/16/2025","09/30/2026",,"9292664445","Complete Address","300","WILD AVE",,,,,"STATEN ISLAND","NY","10314","Staten Island","502","50","5151191","5026470013","SI05","2018","29102","40.58682","-74.191527"
"2108629-DCA","ANDREI ZHULIDAU",,"BA-1115746-2022","Pedicab Driver","Individual","Active","09/07/2022","04/30/2026",,,,,,,,,,"ARVERNE","NY","11692",,,,,,,,,,
"1473729-DCA","KING-SAM JEWELRY CORP",,"BA-1332875-2022","Secondhand Dealer - General","Premises","Active","01/28/2014","07/31/2027",,"7182918811","Complete Address","16629","JAMAICA AVENUE",,,,,"JAMAICA","NY","11432","Queens","412","27","4209614","4097960005","QN61","2005","460","40.70592","-73.793725"
