Order,PID,MS SubClass,MS Zoning,Lot Frontage,Lot Area,Street,Alley,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating,Heating QC,Central Air,Electrical,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Garage Type,Garage Yr Blt,Garage Finish,Garage Cars,Garage Area,Garage Qual,Garage Cond,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Pool QC,Fence,Misc Feature,Misc Val,Mo Sold,Yr Sold,Sale Type,Sale Condition,SalePrice
43,528138020,20,Rl,79.0,14122,Pave,Nan,Ir1,Lvl,Allpub,Inside,Gtl,Nridght,Norm,Norm,1Fam,1Story,8,5,2005,2006,Hip,Compshg,Cemntbd,Cmentbd,Brkface,240.0,Gd,Ta,Pconc,Ex,Ta,No,Glq,28.0,Unf,0.0,1794.0,1822.0,Gasa,Ex,Yes,Sbrkr,1822,0,0,1822,0.0,0.0,2,0,3,1,Ex,8,Typ,1,Gd,Attchd,2005.0,Rfn,3.0,678.0,Ta,Ta,Yes,0,119,0,0,0,0,Nan,Nan,Nan,0,2,2010,Wd,Normal,259000
44,528138060,20,Rl,70.0,10171,Pave,Nan,Ir1,Lvl,Allpub,Inside,Gtl,Nridght,Norm,Norm,1Fam,1Story,7,5,2004,2004,Gable,Compshg,Vinylsd,Vinylsd,Brkface,168.0,Gd,Ta,Pconc,Gd,Ta,No,Glq,2.0,Unf,0.0,1515.0,1517.0,Gasa,Ex,Yes,Sbrkr,1535,0,0,1535,0.0,0.0,2,0,3,1,Gd,7,Typ,0,Nan,Attchd,2004.0,Rfn,2.0,532.0,Ta,Ta,Yes,0,0,0,0,0,0,Nan,Nan,Nan,0,3,2010,Wd,Normal,214000
45,528150070,20,Rl,100.0,12919,Pave,Nan,Ir1,Lvl,Allpub,Inside,Gtl,Nridght,Norm,Norm,1Fam,1Story,9,5,2009,2010,Hip,Compshg,Vinylsd,Vinylsd,Stone,760.0,Ex,Ta,Pconc,Ex,Ta,Gd,Glq,2188.0,Unf,0.0,142.0,2330.0,Gasa,Ex,Yes,Sbrkr,2364,0,0,2364,1.0,0.0,2,1,2,1,Ex,11,Typ,2,Gd,Attchd,2009.0,Fin,3.0,820.0,Ta,Ta,Yes,0,67,0,0,0,0,Nan,Nan,Nan,0,3,2010,New,Partial,611657
46,528175010,120,Rl,44.0,6371,Pave,Nan,Ir1,Lvl,Allpub,Inside,Gtl,Nridght,Norm,Norm,Twnhse,1Story,7,5,2009,2010,Gable,Compshg,Vinylsd,Vinylsd,Stone,128.0,Gd,Ta,Pconc,Gd,Ta,Mn,Glq,733.0,Unf,0.0,625.0,1358.0,Gasa,Ex,Yes,Sbrkr,1358,0,0,1358,1.0,0.0,2,0,2,1,Gd,6,Typ,1,Gd,Attchd,2010.0,Rfn,2.0,484.0,Ta,Ta,Yes,192,35,0,0,0,0,Nan,Nan,Nan,0,6,2010,New,Partial,224000
47,528176010,20,Rl,110.0,14300,Pave,Nan,Reg,Hls,Allpub,Inside,Mod,Nridght,Norm,Norm,1Fam,1Story,9,5,2003,2004,Hip,Compshg,Vinylsd,Vinylsd,Brkface,1095.0,Ex,Ta,Pconc,Ex,Ta,Gd,Glq,1373.0,Unf,0.0,1473.0,2846.0,Gasa,Ex,Yes,Sbrkr,2696,0,0,2696,1.0,0.0,2,1,3,1,Ex,10,Typ,2,Gd,Attchd,2003.0,Fin,3.0,958.0,Ta,Ta,Yes,220,150,0,0,0,0,Nan,Nan,Nan,0,6,2010,Wd,Normal,500000
48,528176070,60,Rl,105.0,13650,Pave,Nan,Reg,Lvl,Allpub,Corner,Gtl,Nridght,Norm,Norm,1Fam,2Story,8,5,2002,2002,Gable,Compshg,Vinylsd,Vinylsd,Brkface,232.0,Gd,Ta,Pconc,Gd,Ta,Gd,Glq,578.0,Unf,0.0,1093.0,1671.0,Gasa,Ex,Yes,Sbrkr,1687,563,0,2250,1.0,0.0,2,1,3,1,Gd,7,Typ,1,Ex,Attchd,2002.0,Fin,3.0,756.0,Ta,Ta,Yes,238,130,0,0,0,0,Nan,Nan,Nan,0,6,2010,Wd,Normal,320000
49,528180070,120,Rl,61.0,7658,Pave,Nan,Reg,Lvl,Allpub,Inside,Gtl,Nridght,Norm,Norm,Twnhse,1Story,9,5,2005,2005,Hip,Compshg,Metalsd,Metalsd,Brkface,412.0,Ex,Ta,Pconc,Ex,Ta,No,Glq,456.0,Unf,0.0,1296.0,1752.0,Gasa,Ex,Yes,Sbrkr,1752,0,0,1752,1.0,0.0,2,0,2,1,Ex,6,Typ,1,Gd,Attchd,2005.0,Rfn,2.0,576.0,Ta,Ta,Yes,196,82,0,0,0,0,Nan,Nan,Nan,0,2,2010,Wd,Normal,319900
50,528181050,120,Rl,41.0,7132,Pave,Nan,Ir1,Lvl,Allpub,Inside,Gtl,Nridght,Norm,Norm,Twnhse,1Story,8,5,2006,2006,Gable,Compshg,Vinylsd,Vinylsd,Stone,178.0,Gd,Ta,Pconc,Gd,Ta,Mn,Glq,24.0,Unf,0.0,1346.0,1370.0,Gasa,Ex,Yes,Sbrkr,1370,0,0,1370,0.0,0.0,2,0,2,1,Gd,6,Typ,1,Gd,Attchd,2006.0,Rfn,2.0,484.0,Ta,Ta,Yes,120,49,0,0,0,0,Nan,Nan,Nan,0,4,2010,Wd,Normal,205000
51,528188120,160,Rl,36.0,2628,Pave,Nan,Reg,Lvl,Allpub,Inside,Gtl,Nridght,Norm,Norm,Twnhs,2Story,7,5,2003,2003,Gable,Compshg,Vinylsd,Wd Shng,Stone,106.0,Gd,Ta,Pconc,Gd,Ta,No,Unf,0.0,Unf,0.0,764.0,764.0,Gasa,Ex,Yes,Sbrkr,764,862,0,1626,0.0,0.0,2,1,2,1,Gd,6,Typ,0,Nan,Builtin,2003.0,Rfn,2.0,474.0,Ta,Ta,Yes,0,27,0,0,0,0,Nan,Nan,Nan,0,6,2010,Wd,Normal,175500
52,528218150,20,Rl,100.0,18494,Pave,Nan,Ir1,Lvl,Allpub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,1Story,6,5,2005,2005,Gable,Compshg,Vinylsd,Vinylsd,Nan,0.0,Gd,Ta,Pconc,Gd,Ta,No,Unf,0.0,Unf,0.0,1324.0,1324.0,Gasa,Ex,Yes,Sbrkr,1324,0,0,1324,0.0,0.0,2,0,3,1,Gd,6,Typ,0,Nan,Attchd,2005.0,Fin,2.0,430.0,Ta,Ta,Yes,36,23,0,0,0,0,Nan,Nan,Nan,0,1,2010,Wd,Normal,199500
53,528228285,120,Rl,43.0,3203,Pave,Nan,Reg,Lvl,Allpub,Inside,Gtl,Blmngtn,Norm,Norm,Twnhse,1Story,7,5,2006,2006,Gable,Compshg,Vinylsd,Vinylsd,Brkface,14.0,Gd,Ta,Pconc,Gd,Ta,Av,Glq,16.0,Unf,0.0,1129.0,1145.0,Gasa,Ex,Yes,Sbrkr,1145,0,0,1145,0.0,0.0,2,0,2,1,Gd,6,Typ,0,Nan,Attchd,2006.0,Fin,2.0,437.0,Ta,Ta,Yes,100,116,0,0,0,0,Nan,Nan,Nan,0,1,2010,Wd,Normal,160000
54,528228440,120,Rl,43.0,3182,Pave,Nan,Reg,Lvl,Allpub,Inside,Gtl,Blmngtn,Norm,Norm,Twnhse,1Story,8,5,2004,2005,Gable,Compshg,Vinylsd,Vinylsd,Brkface,16.0,Gd,Ta,Pconc,Gd,Ta,No,Glq,24.0,Unf,0.0,1232.0,1256.0,Gasa,Ex,Yes,Sbrkr,1269,0,0,1269,0.0,0.0,2,0,2,1,Gd,6,Typ,1,Ta,Attchd,2004.0,Fin,2.0,430.0,Ta,Ta,Yes,146,20,0,0,144,0,Nan,Nan,Nan,0,4,2010,Wd,Normal,192000
55,528231020,80,Rl,67.0,13300,Pave,Nan,Ir1,Lvl,Allpub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,Slvl,7,5,2004,2004,Gable,Compshg,Vinylsd,Vinylsd,Nan,0.0,Gd,Ta,Pconc,Gd,Ta,No,Glq,326.0,Unf,0.0,58.0,384.0,Gasa,Ex,Yes,Sbrkr,744,630,0,1374,1.0,0.0,2,1,3,1,Gd,7,Typ,1,Gd,Builtin,2004.0,Fin,2.0,400.0,Ta,Ta,Yes,100,0,0,0,0,0,Nan,Nan,Nan,0,6,2010,Wd,Normal,184500
56,528240070,60,Rl,,7851,Pave,Nan,Reg,Lvl,Allpub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,2002,2002,Gable,Compshg,Vinylsd,Vinylsd,Nan,,Gd,Ta,Pconc,Gd,Ta,No,Glq,625.0,Unf,0.0,235.0,860.0,Gasa,Ex,Yes,Sbrkr,860,1100,0,1960,1.0,0.0,2,1,4,1,Gd,8,Typ,2,Ta,Builtin,2002.0,Fin,2.0,440.0,Ta,Ta,Yes,288,48,0,0,0,0,Nan,Nan,Nan,0,5,2010,Wd,Normal,216500
57,528240130,60,Rl,63.0,8577,Pave,Nan,Ir1,Lvl,Allpub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2004,2004,Gable,Compshg,Vinylsd,Vinylsd,Nan,0.0,Gd,Ta,Pconc,Gd,Ta,No,Unf,0.0,Unf,0.0,847.0,847.0,Gasa,Ex,Yes,Sbrkr,847,886,0,1733,0.0,0.0,2,1,3,1,Gd,7,Typ,1,Gd,Builtin,2004.0,Fin,2.0,433.0,Ta,Ta,Yes,144,48,0,0,0,0,Nan,Nan,Nan,0,4,2010,Wd,Normal,185088
58,528250100,80,Rl,,7750,Pave,Nan,Ir1,Lvl,Allpub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,Slvl,7,5,2000,2000,Gable,Compshg,Vinylsd,Vinylsd,Nan,0.0,Ta,Ta,Pconc,Gd,Ta,No,Glq,250.0,Unf,0.0,134.0,384.0,Gasa,Ex,Yes,Sbrkr,774,656,0,1430,0.0,0.0,2,1,3,1,Ta,7,Typ,1,Ta,Builtin,2000.0,Fin,2.0,400.0,Ta,Ta,Yes,180,0,0,0,0,0,Nan,Nan,Nan,0,4,2010,Wd,Normal,180000
59,528292020,60,Rl,,9505,Pave,Nan,Ir1,Lvl,Allpub,Culdsac,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2001,2001,Gable,Compshg,Vinylsd,Vinylsd,Brkface,180.0,Gd,Ta,Pconc,Gd,Ta,No,Unf,0.0,Unf,0.0,884.0,884.0,Gasa,Ex,Yes,Sbrkr,884,1151,0,2035,0.0,0.0,2,1,3,1,Gd,8,Typ,1,Gd,Builtin,2001.0,Fin,2.0,434.0,Ta,Ta,Yes,144,48,0,0,0,0,Nan,Nan,Nan,0,5,2010,Wd,Normal,222500
60,528328100,60,Rl,108.0,14774,Pave,Nan,Ir1,Lvl,Allpub,Corner,Gtl,Noridge,Norm,Norm,1Fam,2Story,9,5,1999,1999,Gable,Compshg,Vinylsd,Vinylsd,Brkface,165.0,Gd,Ta,Pconc,Gd,Ta,No,Unf,0.0,Unf,0.0,1393.0,1393.0,Gasa,Ex,Yes,Sbrkr,1422,1177,0,2599,0.0,0.0,2,1,4,1,Gd,10,Typ,1,Ta,Builtin,1999.0,Fin,3.0,779.0,Ta,Ta,Yes,668,30,0,0,0,0,Nan,Nan,Nan,0,5,2010,Wd,Normal,333168
61,528344070,60,Rl,60.0,17433,Pave,Nan,Ir2,Lvl,Allpub,Culdsac,Gtl,Noridge,Norm,Norm,1Fam,2Story,8,5,1998,1998,Hip,Compshg,Vinylsd,Vinylsd,Brkface,114.0,Gd,Ta,Pconc,Ex,Ta,No,Unf,0.0,Unf,0.0,1629.0,1629.0,Gasa,Ex,Yes,Sbrkr,1645,830,0,2475,0.0,0.0,2,1,4,1,Gd,7,Typ,1,Ta,Attchd,1998.0,Fin,3.0,962.0,Ta,Ta,Yes,23,172,0,0,256,0,Nan,Nan,Nan,0,1,2010,Wd,Normal,355000
62,528358010,20,Rl,59.0,10593,Pave,Nan,Ir1,Lvl,Allpub,Inside,Gtl,Noridge,Norm,Norm,1Fam,1Story,7,5,1996,1996,Hip,Compshg,Vinylsd,Vinylsd,Brkface,338.0,Gd,Ta,Pconc,Gd,Ta,No,Glq,919.0,Unf,0.0,801.0,1720.0,Gasa,Ex,Yes,Sbrkr,1720,0,0,1720,1.0,0.0,2,0,3,1,Gd,7,Typ,1,Ta,Attchd,1996.0,Fin,2.0,527.0,Ta,Ta,Yes,240,56,154,0,0,0,Nan,Nan,Nan,0,3,2010,Wd,Normal,260400
63,528363130,60,Rl,98.0,12256,Pave,Nan,Ir1,Lvl,Allpub,Corner,Gtl,Noridge,Norm,Norm,1Fam,2Story,8,5,1994,1995,Gable,Compshg,Hdboard,Hdboard,Brkface,362.0,Gd,Ta,Pconc,Ex,Ta,Av,Glq,1032.0,Unf,0.0,431.0,1463.0,Gasa,Ex,Yes,Sbrkr,1500,1122,0,2622,1.0,0.0,2,1,3,1,Gd,9,Typ,2,Ta,Attchd,1994.0,Rfn,2.0,712.0,Ta,Ta,Yes,186,32,0,0,0,0,Nan,Nan,Nan,0,4,2010,Wd,Normal,325000
64,528382020,60,Rl,92.0,11764,Pave,Nan,Ir1,Lvl,Allpub,Culdsac,Gtl,Noridge,Norm,Norm,1Fam,2Story,8,7,1999,2007,Gable,Compshg,Vinylsd,Vinylsd,Brkface,348.0,Gd,Ta,Pconc,Gd,Ta,No,Glq,524.0,Unf,0.0,628.0,1152.0,Gasa,Ex,Yes,Sbrkr,1164,1106,0,2270,0.0,0.0,2,1,4,1,Gd,9,Typ,1,Gd,Attchd,1999.0,Fin,3.0,671.0,Ta,Ta,Yes,132,57,0,0,0,0,Nan,Nan,Nan,0,4,2010,Wd,Normal,290000
65,528382030,60,Rl,58.0,16770,Pave,Nan,Ir2,Lvl,Allpub,Culdsac,Gtl,Noridge,Norm,Norm,1Fam,2Story,7,5,1998,1998,Gable,Compshg,Vinylsd,Vinylsd,Brkface,30.0,Gd,Ta,Pconc,Gd,Ta,No,Unf,0.0,Unf,0.0,1195.0,1195.0,Gasa,Gd,Yes,Sbrkr,1195,644,0,1839,0.0,0.0,2,1,4,1,Ta,7,Typ,0,Nan,Attchd,1998.0,Fin,2.0,486.0,Ta,Ta,Yes,0,81,0,0,0,0,Nan,Nan,Nan,0,6,2010,Wd,Normal,221000
66,528386040,50,Rl,56.0,14720,Pave,Nan,Ir1,Lvl,Allpub,Culdsac,Gtl,Noridge,Norm,Norm,1Fam,1.5Fin,8,5,1995,1996,Hip,Compshg,Vinylsd,Vinylsd,Brkface,579.0,Gd,Ta,Pconc,Gd,Ta,Av,Glq,816.0,Unf,0.0,1217.0,2033.0,Gasa,Ex,Yes,Sbrkr,2053,1185,0,3238,1.0,0.0,2,1,4,1,Gd,9,Typ,1,Ex,Attchd,1996.0,Fin,3.0,666.0,Ta,Ta,Yes,283,86,0,0,0,0,Nan,Nan,Nan,0,3,2010,Wd,Normal,410000
67,528445060,20,Rl,73.0,8987,Pave,Nan,Reg,Lvl,Allpub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2005,2006,Gable,Compshg,Vinylsd,Vinylsd,Brkface,226.0,Gd,Ta,Pconc,Gd,Ta,Nan,Unf,0.0,Unf,0.0,1595.0,1595.0,Gasa,Ex,Yes,Sbrkr,1595,0,0,1595,0.0,0.0,2,0,2,1,Gd,6,Typ,1,Gd,Attchd,2005.0,Rfn,3.0,880.0,Ta,Ta,Yes,144,0,0,0,0,0,Nan,Nan,Nan,0,5,2010,Wd,Normal,221500
68,528456160,20,Fv,92.0,9215,Pave,Nan,Reg,Lvl,Allpub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,7,5,2009,2010,Hip,Compshg,Vinylsd,Vinylsd,Nan,0.0,Gd,Ta,Pconc,Gd,Ta,No,Unf,0.0,Unf,0.0,1218.0,1218.0,Gasa,Ex,Yes,Sbrkr,1218,0,0,1218,0.0,0.0,2,0,2,1,Gd,4,Typ,0,Nan,Attchd,2009.0,Rfn,2.0,676.0,Ta,Ta,Yes,0,136,0,0,0,0,Nan,Nan,Nan,0,4,2010,New,Partial,204500
69,528458070,60,Fv,72.0,8640,Pave,Nan,Reg,Lvl,Allpub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,2009,2009,Gable,Compshg,Vinylsd,Vinylsd,Nan,0.0,Ta,Ta,Pconc,Gd,Ta,Mn,Glq,24.0,Unf,0.0,732.0,756.0,Gasa,Ex,Yes,Sbrkr,764,783,0,1547,0.0,0.0,2,1,3,1,Gd,7,Typ,0,Nan,Attchd,2009.0,Unf,2.0,614.0,Ta,Ta,Yes,169,45,0,0,0,0,Nan,Nan,Nan,0,6,2010,Con,Normal,215200
70,528458110,20,Fv,75.0,9000,Pave,Nan,Reg,Lvl,Allpub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2008,2008,Gable,Compshg,Vinylsd,Vinylsd,Stone,36.0,Gd,Ta,Pconc,Gd,Ta,Av,Glq,1078.0,Unf,0.0,488.0,1566.0,Gasa,Ex,Yes,Sbrkr,1566,0,0,1566,1.0,0.0,2,0,3,1,Gd,7,Typ,0,Nan,Attchd,2008.0,Rfn,2.0,750.0,Ta,Ta,Yes,144,168,0,0,0,0,Nan,Nan,Nan,0,4,2010,Wd,Normal,262500
71,528477080,60,Fv,100.0,12552,Pave,Nan,Reg,Lvl,Allpub,Corner,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,2004,2005,Gable,Compshg,Vinylsd,Vinylsd,Nan,0.0,Gd,Ta,Pconc,Gd,Ta,No,Glq,222.0,Unf,0.0,769.0,991.0,Gasa,Ex,Yes,Sbrkr,991,956,0,1947,0.0,0.0,2,1,3,1,Gd,8,Typ,1,Gd,Attchd,2004.0,Rfn,2.0,678.0,Ta,Ta,Yes,0,136,0,0,0,0,Nan,Gdwo,Nan,0,5,2010,Wd,Normal,254900
72,528480090,20,Fv,84.0,10440,Pave,Nan,Reg,Lvl,Allpub,Corner,Gtl,Somerst,Norm,Norm,1Fam,1Story,6,5,2005,2005,Gable,Compshg,Vinylsd,Vinylsd,Nan,0.0,Gd,Ta,Pconc,Ex,Ta,No,Glq,1414.0,Unf,0.0,54.0,1468.0,Gasa,Ex,Yes,Sbrkr,1468,0,0,1468,1.0,0.0,2,0,2,1,Gd,6,Typ,1,Gd,Attchd,2005.0,Fin,2.0,528.0,Ta,Ta,Yes,0,102,0,0,216,0,Nan,Nan,Nan,0,5,2010,Wd,Normal,271500
73,531367050,60,Rl,76.0,10142,Pave,Nan,Ir1,Lvl,Allpub,Inside,Gtl,Sawyerw,Norm,Norm,1Fam,2Story,7,5,2004,2004,Gable,Compshg,Vinylsd,Vinylsd,Nan,0.0,Gd,Ta,Pconc,Gd,Ta,No,Glq,656.0,Unf,0.0,300.0,956.0,Gasa,Ex,Yes,Sbrkr,956,1128,0,2084,1.0,0.0,2,1,4,1,Gd,8,Typ,0,Nan,Builtin,2004.0,Rfn,2.0,618.0,Ta,Ta,Yes,0,45,0,0,0,0,Nan,Nan,Nan,0,1,2010,Wd,Normal,233000
74,531369060,60,Rl,70.0,11920,Pave,Nan,Reg,Lvl,Allpub,Inside,Gtl,Sawyerw,Norm,Norm,1Fam,2Story,7,5,2004,2004,Gable,Compshg,Vinylsd,Vinylsd,Brkface,122.0,Gd,Ta,Pconc,Gd,Ta,Av,Unf,0.0,Unf,0.0,831.0,831.0,Gasa,Ex,Yes,Sbrkr,831,828,0,1659,0.0,0.0,2,1,3,1,Gd,8,Typ,0,Nan,Attchd,2004.0,Rfn,2.0,484.0,Ta,Ta,Yes,144,68,0,0,0,0,Nan,Nan,Nan,0,4,2010,Wd,Normal,181000
75,531380080,60,Rl,,8880,Pave,Nan,Ir1,Lvl,Allpub,Inside,Gtl,Sawyerw,Norm,Norm,1Fam,2Story,7,5,1994,2002,Gable,Compshg,Vinylsd,Vinylsd,Nan,0.0,Gd,Ta,Pconc,Gd,Ta,No,Glq,695.0,Unf,0.0,253.0,948.0,Gasa,Ex,Yes,Sbrkr,1222,888,0,2110,1.0,0.0,2,1,3,1,Gd,8,Typ,2,Fa,Attchd,1994.0,Rfn,2.0,463.0,Ta,Ta,Yes,0,130,0,0,0,0,Nan,Nan,Nan,0,5,2010,Wd,Normal,205000
76,531451110,120,Rl,50.0,8012,Pave,Nan,Reg,Lvl,Allpub,Inside,Gtl,Sawyerw,Norm,Norm,Twnhse,1Story,6,5,1980,1980,Gable,Compshg,Plywood,Plywood,Nan,0.0,Ta,Ta,Cblock,Gd,Ta,No,Blq,543.0,Blq,119.0,261.0,923.0,Gasa,Ta,Yes,Sbrkr,923,0,0,923,0.0,0.0,2,0,2,1,Ta,5,Typ,1,Ta,Attchd,1980.0,Rfn,1.0,264.0,Ta,Ta,Yes,80,0,0,0,0,0,Nan,Nan,Nan,0,5,2010,Wd,Normal,143000
77,531451280,60,Rl,70.0,11218,Pave,Nan,Reg,Lvl,Allpub,Inside,Gtl,Sawyerw,Norm,Norm,1Fam,2Story,6,5,1992,1992,Gable,Compshg,Wd Sdng,Wd Sdng,Nan,0.0,Gd,Ta,Pconc,Gd,Ta,No,Unf,0.0,Unf,0.0,1055.0,1055.0,Gasa,Ex,Yes,Sbrkr,1055,790,0,1845,0.0,0.0,2,1,3,1,Gd,8,Typ,1,Ta,Attchd,1992.0,Rfn,2.0,462.0,Ta,Ta,Yes,635,104,0,0,0,0,Nan,Gdprv,Shed,400,5,2010,Wd,Normal,189000
78,531452020,120,Rl,55.0,7892,Pave,Nan,Reg,Lvl,Allpub,Inside,Gtl,Sawyerw,Norm,Norm,Twnhse,1Story,6,5,1979,1979,Gable,Compshg,Plywood,Plywood,Nan,0.0,Ta,Ta,Cblock,Gd,Ta,No,Unf,0.0,Unf,0.0,918.0,918.0,Gasa,Ta,Yes,Sbrkr,918,0,0,918,0.0,0.0,2,0,2,1,Ta,5,Typ,1,Ta,Attchd,1979.0,Unf,1.0,264.0,Ta,Ta,Yes,28,0,0,0,0,0,Nan,Nan,Nan,0,4,2010,Wd,Normal,99500
79,531452050,120,Rl,50.0,7175,Pave,Nan,Reg,Lvl,Allpub,Inside,Gtl,Sawyerw,Norm,Norm,Twnhse,1Story,6,5,1984,1984,Gable,Compshg,Plywood,Plywood,Nan,0.0,Ta,Ta,Cblock,Gd,Ta,No,Alq,623.0,Lwq,121.0,0.0,744.0,Gasa,Ta,Yes,Sbrkr,752,0,0,752,1.0,0.0,1,0,2,1,Ta,4,Typ,0,Nan,Attchd,1984.0,Unf,1.0,264.0,Ta,Ta,Yes,353,0,0,0,90,0,Nan,Mnprv,Nan,0,2,2010,Wd,Normal,125000
80,531452180,60,Rl,,9453,Pave,Nan,Ir1,Lvl,Allpub,Culdsac,Gtl,Sawyerw,Rrne,Norm,1Fam,2Story,7,7,1993,2003,Gable,Compshg,Hdboard,Hdboard,Nan,0.0,Gd,Ta,Pconc,Gd,Ta,No,Blq,402.0,Unf,0.0,594.0,996.0,Gasa,Ex,Yes,Sbrkr,1014,730,0,1744,0.0,0.0,2,1,3,1,Gd,7,Typ,0,Nan,Attchd,1993.0,Rfn,2.0,457.0,Ta,Ta,Yes,370,70,0,238,0,0,Nan,Nan,Nan,0,2,2010,Wd,Normal,194500
81,531453010,20,Rl,81.0,9672,Pave,Nan,Reg,Lvl,Allpub,Corner,Gtl,Sawyerw,Norm,Norm,1Fam,1Story,6,5,1984,1985,Hip,Compshg,Hdboard,Plywood,Nan,0.0,Ta,Ta,Pconc,Gd,Ta,No,Glq,338.0,Unf,0.0,702.0,1040.0,Gasa,Ta,Yes,Sbrkr,1097,0,0,1097,0.0,0.0,2,0,3,1,Ta,6,Typ,0,Nan,Attchd,1986.0,Unf,2.0,480.0,Ta,Ta,Yes,0,0,0,0,0,0,Nan,Gdprv,Nan,0,5,2010,Wd,Normal,152000
82,531453040,60,Rl,70.0,8400,Pave,Nan,Reg,Lvl,Allpub,Inside,Gtl,Sawyerw,Norm,Norm,1Fam,2Story,6,6,1980,1981,Gable,Compshg,Hdboard,Hdboard,Brkface,130.0,Ta,Ta,Cblock,Gd,Ta,No,Unf,0.0,Unf,0.0,650.0,650.0,Gasa,Ta,Yes,Sbrkr,888,676,0,1564,0.0,0.0,2,1,3,1,Ta,7,Typ,1,Ta,Attchd,1980.0,Unf,2.0,476.0,Ta,Ta,Yes,0,50,0,0,204,0,Nan,Mnprv,Nan,0,4,2010,Wd,Normal,171000
83,531477050,30,Rh,70.0,9800,Pave,Nan,Reg,Lvl,Allpub,Corner,Gtl,Sawyerw,Feedr,Norm,1Fam,1Story,5,5,1920,1950,Gable,Compshg,Wd Sdng,Wd Sdng,Nan,0.0,Ta,Fa,Brktil,Ta,Ta,No,Unf,0.0,Unf,0.0,816.0,816.0,Gasa,Ta,No,Fusea,1012,0,0,1012,0.0,0.0,1,0,2,1,Ta,5,Typ,0,Nan,Detchd,1920.0,Unf,1.0,429.0,Ta,Ta,Yes,121,0,80,0,0,0,Nan,Nan,Nan,0,4,2010,Wd,Normal,67500
84,532351140,90,Rm,68.0,8930,Pave,Nan,Reg,Lvl,Allpub,Inside,Gtl,Sawyer,Rrae,Norm,Duplex,1.5Fin,6,5,1978,1978,Gable,Compshg,Vinylsd,Vinylsd,Nan,0.0,Ta,Ta,Slab,Nan,Nan,Nan,Nan,0.0,Nan,0.0,0.0,0.0,Gasa,Ta,Yes,Sbrkr,1318,584,0,1902,0.0,0.0,2,0,4,2,Ta,8,Typ,0,Nan,Attchd,1978.0,Unf,2.0,539.0,Ta,Ta,Yes,0,0,0,0,0,0,Nan,Nan,Nan,0,4,2010,Wd,Normal,112000
85,532354090,85,Rl,88.0,11782,Pave,Nan,Ir1,Lvl,Allpub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,Sfoyer,5,7,1961,1995,Gable,Compshg,Hdboard,Hdboard,Nan,0.0,Ta,Ta,Cblock,Ta,Ta,Av,Alq,899.0,Unf,0.0,210.0,1109.0,Gasa,Ta,Yes,Sbrkr,1155,0,0,1155,1.0,0.0,1,0,3,1,Gd,6,Min2,0,Nan,Detchd,1987.0,Unf,2.0,576.0,Ta,Ta,Yes,192,0,0,0,0,0,Nan,Mnprv,Shed,400,6,2010,Wd,Normal,148000
86,532376160,20,Rl,65.0,8450,Pave,Nan,Reg,Lvl,Allpub,Inside,Gtl,Sawyer,Rrae,Norm,1Fam,1Story,5,8,1965,2009,Gable,Compshg,Metalsd,Metalsd,Nan,0.0,Ta,Gd,Cblock,Ta,Ta,No,Glq,553.0,Blq,117.0,224.0,894.0,Gasa,Ex,Yes,Sbrkr,894,0,0,894,1.0,0.0,1,0,3,1,Ta,5,Typ,1,Gd,Detchd,1973.0,Unf,1.0,336.0,Ta,Ta,Yes,416,144,0,0,0,0,Nan,Mnprv,Nan,0,4,2010,Wd,Normal,138500
